timestamp,open,high,low,close,volume
2022-11-01,40.7700,42.1300,40.2600,40.8800,6240155
2022-10-31,38.8600,40.0300,38.8200,39.0300,5388653
2022-10-28,40.7800,40.7850,38.4600,39.4900,6566408
2022-10-27,42.5800,42.8100,41.1900,41.4100,5169067
2022-10-26,42.0900,43.0800,41.2800,42.6500,6084100
2022-10-25,38.7650,42.3900,38.4400,41.4900,8522212
2022-10-24,40.0500,40.1500,38.6000,39.1700,7822356
2022-10-21,38.8500,41.9200,38.5600,41.0600,13762581
2022-10-20,35.8200,41.6700,35.4000,38.9100,36329460
2022-10-19,39.0200,39.3100,37.1500,37.6200,8372839
2022-10-18,40.3700,40.5800,38.5780,39.7100,5082704
2022-10-17,39.4500,40.2899,38.4000,39.3800,5538020
2022-10-14,40.9400,40.9400,37.8900,38.3500,5606597
2022-10-13,38.6400,40.9700,38.2900,40.8800,8221708
2022-10-12,37.7800,41.1100,36.5800,39.8600,17974220
2022-10-11,37.8600,39.0700,37.2900,37.8500,4918681
2022-10-10,39.5000,40.1897,38.4616,38.8400,5590142
2022-10-07,39.0400,39.3550,37.8800,39.0100,6270625
2022-10-06,39.3700,40.3500,38.6500,39.8500,6853926
2022-10-05,38.9300,40.4200,38.3100,40.0800,7798397
2022-10-04,39.1600,40.3900,38.3800,40.2300,9700670
2022-10-03,34.3500,37.9400,34.0000,37.3900,9731361
2022-09-30,34.8100,35.7400,33.5500,33.6600,9024626
2022-09-29,37.1500,37.5500,34.2700,35.4300,13168093
2022-09-28,34.6800,35.5300,33.7000,35.2300,9904833
2022-09-27,35.0400,35.8400,34.4000,34.7000,8346278
2022-09-26,35.0900,36.0200,34.3450,34.4700,7275503
2022-09-23,35.9000,36.3200,35.1100,35.5100,8163851
2022-09-22,39.9400,40.3900,37.4800,37.5200,9851886
2022-09-21,43.5000,43.8700,39.3700,39.4100,11719965
2022-09-20,43.5800,43.8000,42.7000,43.5300,5023568
2022-09-19,41.2500,45.1200,41.0931,44.6300,6566960
2022-09-16,43.1000,43.7600,41.6100,42.4600,11489623
2022-09-15,44.5700,45.5400,43.0125,43.1400,8631739
2022-09-14,49.0950,49.4700,44.0300,44.8100,13376446
2022-09-13,50.3400,52.4400,49.8300,50.2900,4331637
2022-09-12,53.4000,53.7900,51.5600,52.3400,5283214
2022-09-09,50.4000,53.0700,50.2700,52.6200,7269523
2022-09-08,47.9800,48.9400,47.1500,48.8600,5264385
2022-09-07,47.0200,48.0700,46.1200,47.6600,5242804
2022-09-06,49.6600,50.5199,47.4500,47.9100,6759648
2022-09-02,49.2800,50.3499,48.9302,49.2500,3963120
2022-09-01,47.6950,48.4100,46.1000,48.0800,5971366
2022-08-31,50.3300,50.6100,48.8900,49.4800,5649651
2022-08-30,54.8900,54.8900,50.0300,50.7900,7757509
2022-08-29,55.1700,56.8840,54.6700,55.5000,5477282
2022-08-26,57.6700,58.2350,55.2000,55.8400,5506845
2022-08-25,55.1900,57.0000,54.4000,56.9200,4968527
2022-08-24,52.1100,54.4600,51.7700,54.4300,4943568
2022-08-23,51.0600,53.8750,50.6700,53.0900,5267034
2022-08-22,50.0000,50.9500,49.0600,50.2700,4340009
2022-08-19,52.5300,52.7800,50.6850,51.0100,4467135
2022-08-18,52.5700,54.2000,52.3600,53.8400,4021462
2022-08-17,52.0300,52.4400,51.2900,51.9800,4020402
2022-08-16,52.8000,53.8900,52.5900,53.1200,4925114
2022-08-15,50.5900,52.1800,49.9300,51.7000,4225088
2022-08-12,52.4000,53.4300,51.7700,52.7600,4262674
2022-08-11,54.2700,55.6300,53.1200,53.2700,4924474
2022-08-10,51.3200,53.4500,50.7950,52.9500,5677794
2022-08-09,49.4500,50.7400,49.2600,50.3800,4725274
2022-08-08,49.6500,50.4000,48.4700,48.6500,4228844
2022-08-05,47.4900,51.3500,47.4500,49.5200,5074792
2022-08-04,48.5400,49.6399,47.2000,47.8500,4494611
2022-08-03,48.6700,48.8537,47.5150,48.4900,4383122
2022-08-02,47.8400,49.5600,47.2605,48.3400,4685863
2022-08-01,49.8800,50.2200,48.0600,48.2800,5926862
2022-07-29,49.8200,51.0150,49.0900,50.8900,5622033
2022-07-28,48.2900,49.2200,46.6300,49.0800,5081035
2022-07-27,47.6050,47.9600,45.8900,47.7500,4819049
2022-07-26,47.1300,48.2247,46.1600,46.9900,5336657
2022-07-25,46.8000,47.7250,46.2000,46.8000,6842148
2022-07-22,46.0500,48.4699,45.4700,45.8000,10121229
2022-07-21,47.3300,47.4500,43.4600,45.1500,12226238
2022-07-20,44.6700,45.4900,43.6000,45.0600,6823184
2022-07-19,43.2900,44.9200,42.8500,44.9000,5484089
2022-07-18,44.4700,45.2500,43.0850,43.4200,5707284
2022-07-15,41.5600,43.0600,40.3101,43.0600,5191708
2022-07-14,40.8400,41.1500,39.5650,40.8100,5408234
2022-07-13,41.5900,43.5299,41.3800,43.1900,3671339
2022-07-12,41.6500,42.9500,41.1612,42.2500,4310102
2022-07-11,43.8200,44.3800,42.5900,42.7300,4849341
2022-07-08,45.6300,45.7900,44.4000,44.8300,5312466
2022-07-07,45.5000,46.7300,45.1800,45.6500,7508197
2022-07-06,41.8900,43.1200,40.6500,42.6300,8640691
2022-07-05,42.8300,43.2600,41.3700,42.0900,7444969
2022-07-01,44.8850,45.8294,43.3500,44.7800,6634831
2022-06-30,46.1800,46.5900,44.2700,45.5800,6217520
2022-06-29,49.7400,49.7500,46.8800,47.6200,4292061
2022-06-28,50.1200,51.0999,48.8677,49.2500,5222532
2022-06-27,50.5200,50.5200,48.7500,49.5600,4212020
2022-06-24,47.1900,49.8462,46.5200,49.3600,7387829
2022-06-23,47.9800,48.7950,45.2200,46.6200,8209069
2022-06-22,47.5100,49.8900,47.4700,48.9000,6423987
2022-06-21,50.7900,51.9399,49.4900,50.0800,5540918
2022-06-17,49.4700,50.2000,47.6401,49.2800,8593426
2022-06-16,48.4600,51.8600,48.4500,49.6800,8381338
2022-06-15,49.5500,52.3900,49.0100,51.1100,10392370
2022-06-14,50.1700,50.5100,48.3000,48.9200,5759070
2022-06-13,49.5900,50.9200,48.2700,49.8400,7334355
2022-06-10,54.0400,54.7500,52.5700,53.0100,9354669
