timestamp,open,high,low,close,volume
2022-11-01,9.9650,9.9650,9.9650,9.9650,11232
2022-10-31,9.9800,9.9800,9.9508,9.9600,3410
2022-10-28,9.9800,9.9800,9.9800,9.9800,0
2022-10-27,9.9600,9.9800,9.9600,9.9800,3000
2022-10-26,9.9500,9.9500,9.9454,9.9454,963
2022-10-25,9.9300,9.9300,9.9300,9.9300,188
2022-10-24,9.9300,9.9300,9.9300,9.9300,1626
2022-10-21,9.9400,9.9400,9.9400,9.9400,0
2022-10-20,9.9400,9.9400,9.9400,9.9400,1603
2022-10-19,9.9300,9.9300,9.9300,9.9300,0
2022-10-18,9.9200,9.9300,9.9200,9.9300,5939
2022-10-17,9.9200,9.9254,9.9200,9.9200,3366
2022-10-14,9.9200,9.9200,9.9200,9.9200,0
2022-10-13,9.9200,9.9200,9.9200,9.9200,1950
2022-10-12,9.9200,9.9200,9.9200,9.9200,1702
2022-10-11,9.9200,9.9200,9.9200,9.9200,4950
2022-10-10,9.9250,9.9250,9.9250,9.9250,0
2022-10-07,9.9250,9.9250,9.9250,9.9250,0
2022-10-06,9.9300,9.9300,9.9200,9.9250,4059
2022-10-05,10.1000,10.1000,9.9300,9.9300,4698
2022-10-04,9.9800,9.9800,9.9800,9.9800,2
2022-10-03,9.9200,9.9800,9.9000,9.9800,137890
2022-09-30,9.9200,9.9200,9.9200,9.9200,33195
2022-09-29,9.9200,9.9200,9.9200,9.9200,4037
2022-09-28,9.9300,9.9300,9.9300,9.9300,405
2022-09-27,9.9300,9.9300,9.9250,9.9250,1590
2022-09-26,10.1000,10.1000,9.9300,9.9300,454
2022-09-23,9.9100,9.9100,9.9100,9.9100,1016
2022-09-22,9.9000,9.9207,9.9000,9.9207,3074
2022-09-21,9.9108,9.9108,9.9108,9.9108,2800
2022-09-20,9.9200,9.9200,9.9200,9.9200,21
2022-09-19,9.9200,9.9200,9.9200,9.9200,223
2022-09-16,9.9200,9.9200,9.9200,9.9200,13
2022-09-15,9.9200,9.9200,9.9200,9.9200,1922
2022-09-14,9.9000,9.9000,9.9000,9.9000,0
2022-09-13,9.8900,9.9000,9.8900,9.9000,1009
2022-09-12,9.8981,9.8981,9.8981,9.8981,1000
2022-09-09,9.8900,9.8900,9.8900,9.8900,103
2022-09-08,9.8900,9.8900,9.8900,9.8900,71
2022-09-07,9.8900,9.8900,9.8900,9.8900,13
2022-09-06,9.8900,9.8900,9.8900,9.8900,21
2022-09-02,9.9200,9.9200,9.8900,9.8900,210
2022-09-01,9.9000,9.9000,9.9000,9.9000,0
2022-08-31,9.9100,9.9100,9.8800,9.9000,12900
2022-08-30,9.9000,9.9000,9.9000,9.9000,17
2022-08-29,9.9000,9.9000,9.9000,9.9000,7
2022-08-26,9.9000,9.9000,9.9000,9.9000,1668
2022-08-25,9.9100,9.9100,9.9100,9.9100,2
2022-08-24,9.9100,9.9100,9.9100,9.9100,743
2022-08-23,9.9100,9.9100,9.9100,9.9100,0
2022-08-22,9.9200,9.9200,9.9100,9.9100,414
2022-08-19,9.9300,9.9300,9.9300,9.9300,0
2022-08-18,9.9300,9.9300,9.9300,9.9300,0
2022-08-17,9.9300,9.9300,9.9300,9.9300,0
2022-08-16,9.9300,9.9300,9.9300,9.9300,1
2022-08-15,9.9300,9.9300,9.9300,9.9300,19
2022-08-12,9.9300,9.9300,9.9300,9.9300,3
2022-08-11,9.9300,9.9300,9.9300,9.9300,0
2022-08-10,9.9300,9.9300,9.9300,9.9300,2
2022-08-09,9.9100,9.9300,9.9100,9.9300,90920
2022-08-08,9.9100,9.9100,9.9100,9.9100,3
2022-08-05,9.9100,9.9100,9.9100,9.9100,0
2022-08-04,9.9100,9.9100,9.9100,9.9100,4
2022-08-03,9.9100,9.9100,9.9100,9.9100,0
2022-08-02,9.9100,9.9100,9.9100,9.9100,2
2022-08-01,9.9200,9.9200,9.9100,9.9100,2101
2022-07-29,9.9200,9.9200,9.9200,9.9200,916
2022-07-28,9.9127,9.9127,9.9127,9.9127,0
2022-07-27,9.9127,9.9127,9.9127,9.9127,1563
2022-07-26,9.9100,9.9100,9.9100,9.9100,3090
2022-07-25,9.8900,9.8900,9.8900,9.8900,0
2022-07-22,9.8900,9.8980,9.8900,9.8900,8734
2022-07-21,9.8900,9.8900,9.8900,9.8900,0
2022-07-20,9.8900,9.8900,9.8900,9.8900,5583
2022-07-19,9.8900,9.9100,9.8900,9.8900,17112
2022-07-18,9.8954,9.8954,9.8900,9.8900,8584
2022-07-15,9.8800,9.8854,9.8800,9.8854,5365
2022-07-14,9.8803,9.8803,9.8803,9.8803,0
2022-07-13,9.8950,9.8950,9.8800,9.8803,5429
2022-07-12,9.8808,9.8808,9.8808,9.8808,1250
2022-07-11,9.8700,9.8700,9.8700,9.8700,302
2022-07-08,9.8781,9.8781,9.8781,9.8781,0
2022-07-07,9.9000,9.9000,9.8781,9.8781,617
2022-07-06,9.8700,9.8800,9.8600,9.8800,22979
2022-07-05,9.8900,9.8900,9.8850,9.8850,181467
2022-07-01,9.8700,9.8700,9.8700,9.8700,0
2022-06-30,9.9100,9.9100,9.8700,9.8700,408383
2022-06-29,9.8800,9.8800,9.8800,9.8800,673
2022-06-28,9.8750,9.8750,9.8750,9.8750,203
2022-06-27,9.8800,9.8800,9.8800,9.8800,208301
2022-06-24,9.8800,9.8800,9.8600,9.8800,2274
2022-06-23,9.8400,9.8400,9.8400,9.8400,3
2022-06-22,9.8600,9.8600,9.8400,9.8400,10007
